polarity	pos	neg	neu	compound	text	username
neutro	0.0	0.0	1.0	0.0	#Runrunes BAJO: ¿Migración? Telesur inauguró estudios en Ecuador, con dinero venezolano claro está - http://goo.gl/T4PXoi	AnnaPaula
neutro	0.0	0.0	1.0	0.0	.@aemartinn 200 venezolanos desalojados de Guayaquil Ecuador por xenofóbia - VIDEO https://www.chismeven.net/2019/10/200-venezolanos-desalojados-de.html …https://www.chismeven.net/2019/10/200-venezolanos-desalojados-de.html …	muerachavez52
negativo	0.0	0.227	0.773	-0.6249	"""#CaraotaDigital | #20Jun |  Ante crisis humanitaria por migrantes venezolanos, #Ecuador activó plan de contingencia            """"*            http://bit.ly/2XNJHco """	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	Migrantes #venezolanos que entraron al #Ecuador tras requerimiento de #visa bajaron a 50 diarioshttps://www.larepublica.ec/blog/politica/2019/08/28/migrantes-venezolanos-que-entraron-al-ecuador-tras-requerimiento-de-visa-bajaron-a-50-diarios/ …	La República EC
neutro	0.0	0.0	1.0	0.0	Ecuador pedirá visas a migrantes venezolanos https://evtvmiami.com/ecuador-pedira-visas-a-migrantes-venezolanos/ … #evtv #26jul #venezuela #Ecuador	EVTV Miami
neutro	0.0	0.0	1.0	0.0	Ecuador publica el decreto con amnistía y regulación de la migración venezolana - más detalles→ https://www.srradio.com.ec/ecuador-publica-el-decreto-con-amnistia-y-regulacion-de-la-migracion-venezolana/ …pic.twitter.com/5JWYWIWqFK	srradio
neutro	0.0	0.0	1.0	0.0	#Ahora Gobierno de #Ecuador solicitará visa para venezolanos que deseen entrar a su territorio. Organismos ecuatorianos estarán ofreciendo información a los inmigrantes venezolanos en ese país #25Julhttps://twitter.com/rdesolaq/status/1154549986094227456 …	Bajo La Lupa
neutro	0.0	0.0	1.0	0.0	#Ecuador inicia censo a migrantes venezolanos https://buff.ly/2nWj2x7	Te Lo Cuento News
negativo	0.0	0.097	0.903	-0.6249	Ecuador 3er país en número de acogida de refugiados y migrantes venezolanos, unos 400.000 (Colombia 1,2 millones, Perú 800.000), según @jgaleman_unicef. Siguen llegando entre 1.500 y 2.000 al mes, 30% se queda, pese a q el gobierno tiene crisis económica y “sus propios problemas”https://twitter.com/descifradocom/status/1149465899813883904 …	Rosa María Torres | OTRAƎDUCACION
neutro	0.0	0.0	1.0	0.0	"""Denuncian que la xenofobia en Ecuador aumentó más del 70% en el 2019."	Nunca me quitaran el derecho a pensar diferente
neutro	0.0	0.0	1.0	0.0	[Video] Universidad de Ecuador investigó a inmigrantes venezolanos http://bit.ly/2wtQpKM	El Nacional
neutro	0.0	0.0	1.0	0.0	¡PASO DE MIGRANTES! Ecuador evalúa abrir corredor humanitario para venezolanos https://is.gd/iyPcjr pic.twitter.com/a3tH6yAs6X	Noticia Al Minuto
negativo	0.0	0.058	0.942	-0.296	Tu fuente de videos  viene de una Venezolana que está subiendo videos falsos de odio. No justifico la violencia ni de un lado ni del otro.  Pero sembrar más odio y que se lo crean o sea tampoco https://mobile.twitter.com/Cosole_Roja/status/1182319058135465984 …	Klaux 👽
neutro	0.0	0.0	1.0	0.0	Impacto de la visa humanitaria en los migrantes venezolanos que tenían como destino Ecuador http://bit.ly/2ZrTHMs	Noticia al Día
neutro	0.0	0.0	1.0	0.0	El detalle es,  que los que promueven esto son venezolanos,  pero si solo fuera en panama esto.  Pero noooo vean ecuador,  Perú ya esta sintiendo  el problema también.	Pierce H. Baker T.
neutro	0.0	0.0	1.0	0.0	#CotejoDiaspora | La masiva afluencia de migrantes venezolanos provocan a diario largas colas y el colapso del Centro Binacional de Atención en Frontera (Cebaf) en la frontera Ecuador – Perú  http://bit.ly/2HWvJgk pic.twitter.com/YjJ8wWHhI9	Cotejo
neutro	0.0	0.0	1.0	0.0	Venezolanos en Ecuador se plantaron al grito de “libertad” y “fuera dictadura” http://bit.ly/2vWUS4Z	Conlanoticia
neutro	0.0	0.0	1.0	0.0	Ecuador, Chile y Perú, forman grupo de trabajo para enfrentar migración venezolana #Política #EUVzlahttp://ow.ly/BxBU30ptDLU	El Universal
neutro	0.0	0.0	1.0	0.0	Ecuador abrirá corredor humanitario para migrantes venezolanos que tengan visa para un tercer país http://bit.ly/34EHZhf  pic.twitter.com/LTxOHbGWqC	El Cooperante
negativo	0.0	0.231	0.769	-0.5574	Migrantes venezolanos podrán entrar a Ecuador sin visa hasta el 25 de agosto http://bit.ly/33hTquI	Venezuela al Dia
neutro	0.0	0.0	1.0	0.0	#Ecuador inicia proceso de registro de inmigrantes venezolanos este #26Sep http://bit.ly/2lOWxJu	El Pitazo
neutro	0.0	0.0	1.0	0.0	Ya está vigente el pedido de visa para las y los venezolanos | Ecuador exige visa humanitaria a migrantes venezolanos a partir de medianoche https://www.efe.com/efe/america/sociedad/ecuador-exige-visa-humanitaria-a-migrantes-venezolanos-partir-de-medianoche/20000013-4049831 … vía @EFEnoticias	Caʀʟos E. Fʟoʀes
neutro	0.0	0.0	1.0	0.0	Japón donó 3,2$ millones para alimentos de migrantes venezolanos en Ecuador https://buff.ly/33uZ1MY pic.twitter.com/P5PjaPocw5	SuNoticiero
negativo	0.0	0.081	0.919	-0.4724	Invasión de inmigrantes en todos las ciudades de Ecuador ! CIERREN YA LAS FRONTERAS., no podemos permitirlo y son Cubanos, Venezolanos,Rusia son gente adoctrinada a de un socialismo sangriento @Lenin @jaimenebotsaadi @CynthiaViteri6 ! Investiguen a todos los que están aquí ya !	pandemia de corrupción 🇪🇨
neutro	0.0	0.0	1.0	0.0	Diputados y inmigrantes venezolanos reunidos en la Asamblea de Ecuador http://dlvr.it/QfDWcv pic.twitter.com/FjoemRQMWP	@ElVenezolanoDeOrlando
neutro	0.0	0.0	1.0	0.0	Ecuador exigirá visado a inmigrantes venezolanos a partir de agosto http://mtr.cool/rxnfbldpnv  #Ecuador pic.twitter.com/s6ObMPb1Ep	A SIMPLE VISTA
neutro	0.0	0.0	1.0	0.0	"""Perú expulsa a más de 150 inmigrantes venezolanos indocumentados"	Noticias Falcón
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile coordinan acciones frente a migración venezolana. https://meridadigital.com.ve/ecuador-peru-y-chile-coordinan-acciones-frente-a-migracion-venezolana/ …pic.twitter.com/n7wu1T3HwA	MERIDA DIGITAL
neutro	0.0	0.0	1.0	0.0	Ecuador exigirá visas a migrantes venezolanos https://bit.ly/2JTlpJi pic.twitter.com/9lNeGNUqjZ	TalCual
neutro	0.0	0.0	1.0	0.0	En #Ecuador arranca un proceso de registro de inmigrantes venezolanos ►► http://ow.ly/l5em50wDYrc pic.twitter.com/XtXEgcte9E	Manavisión Canal 9
neutro	0.0	0.0	1.0	0.0	¡TERRIBLE! Denuncian que la xenofobia en Ecuador aumentó más del 70% en el 2019 (venezolanos son los más afectados) (+Video) #Venezuelahttps://maduradas.com/terrible-denuncian-la-xenofobia-ecuador-aumento-mas-del-70-2019-venezolanos-los-mas-afectados-video/ …	Maduradas.com
neutro	0.0	0.0	1.0	0.0	.@andrewsabreu Están Hartos : Ecuador exige desde hoy la visa humanitaria a los migrantes venezolanos https://www.donlengua.com/2019/08/estan-hartos-ecuador-exige-desde-hoy-la.html … https://www.donlengua.com/2019/08/estan-hartos-ecuador-exige-desde-hoy-la.html …	papaya arroz
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos #internacionales http://rviv.ly/KvE8yr pic.twitter.com/sgOf6bilPc	Valera Noticias
neutro	0.0	0.0	1.0	0.0	"""En el presente estudio se explican las condiciones legales de recepción en los principales países de acogida de la inmigración venezolana como son Perú, Ecuador, Colombia y Chile."	Conferencia de Provinciales Jesuitas LAC - CPAL
negativo	0.0	0.058	0.942	-0.296	3. En Colombia, Ecuador y Perú se está desarrollando una campaña de odio, de persecución, de desprecio y xenofóbia contra el pueblo de Venezuela. / 3. Agarran a los Venezolanos porque los peruanos no quieren trabajar por lo poco que pagan.	María
neutro	0.0	0.0	1.0	0.0	Siga adelande presidente lenin que bello es vivir en democracia hase 20 años q se perdio en venezuela los migrantes venezolanos q trabajamos en su pais de ecuador lo vamos a apoyar q viva los veneecuatorianos  arriba vnzuela.	Angel Hernandez V.
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile acuerdan cooperación para enfrentar migración venezolana http://dlvr.it/RCRy1R	Super Stereo 98.1 FM
negativo	0.0	0.266	0.734	-0.8769	ATROZ RUIN Y BAJO E IMPERDONABLE LA RUIN XENOFOBIA EN CONTRA DE LOS VENEZOLANO COBRA SU PRIMERA VICTIMA en Ecuador ayer,  ecuatorianos corrieron a venezolano lamentablemente lo atr https://www.mobilsocial.com/atroz-ruin-y-bajo-e-imperdonable-la-ruin-xenofobia-en-contra/52597 … #mobilsocial	PedroLuisPrinc5
neutro	0.0	0.0	1.0	0.0	Países como Colombia, Perú y Ecuador son los más afectados por la migración venezolana https://konzapata.com/noticia/72670/katalejo/el-exodo-venezolano-tambien-es-un-problema-economico-para-america-latina.html … #FelizMiercoles  -	KonZapata.com
neutro	0.0	0.0	1.0	0.0	El Pitazo: Ecuador realizará una jornada social este 17 de agosto para migrantes venezolanos.	Ivan Padron
negativo	0.0	0.145	0.855	-0.6808	Hijo por Dios que te pasa. Tus derechos terminan donde comienzan los nuestros. Si participas en manifestaciones violentas no esperes que nos quedemos callados. Tenemos derecho a exigir paz y nos dejen producir eso no es racismo.  Si fueran venezolanos y no indígenas  sería igual	Sole Davila
negativo	0.0	0.255	0.745	-0.6249	Ante crisis humanitaria por migrantes venezolanos, #Ecuador activó plan de contingencia              *'              http://bit.ly/2XNJHco	CaraotaDigital
negativo	0.0	0.075	0.925	-0.296	Estas mal. Acá en Ecuador los venezolanos tienen todos los privilegios de un ciudadano ecuatoriano salud y educación, emprenden pequeños negocios, trabajan en diferentes empresas. Eso no es xenofobia.	Macario
neutro	0.0	0.0	1.0	0.0	Japón donó 3,2$ millones para alimentos de migrantes venezolanos en Ecuador https://buff.ly/33uZ1MY pic.twitter.com/FhsIfwn97e	SuNoticiero
neutro	0.0	0.0	1.0	0.0	"""#NoticiaDeLaFrontera #Autoridades #hacen #controles por #aumento en el #flujo de #migrantes #venezolano."	Noticias Cúcuta
negativo	0.0	0.326	0.674	-0.743	Krüger: La visa que impone Ecuador a migrantes venezolanos no es solución a la crisis https://vozdeamerica.org/2019/08/26/kruger-la-visa-que-impone-ecuador-a-migrantes-venezolanos-no-es-solucion-a-la-crisis/ …pic.twitter.com/t2JTLybCi1	Actualidad Venezuela
neutro	0.0	0.0	1.0	0.0	Por Ecuador han pasado estos dos últimos años más de un millón de migrantes venezolanos, aunque la mayoría han seguido a destinos económicamente más promisorios como Chile o Perú #29Julhttp://bit.ly/2Ys8UwG	Analítica
neutro	0.0	0.0	1.0	0.0	"""Ecuador: Situación de migrantes venezolanos llega en un """"difícil contexto regional"""" #TalCual #ClaroyRaspao #MigraciónForzada"	TalCual
neutro	0.0	0.0	1.0	0.0	Colombia pide a Ecuador y Perú hacer un corredor humanitario para migrantes venezolanos https://infocifrasonline.com/2019/09/09/colombia-pide-a-ecuador-y-peru-hacer-un-corredor-humanitario-para-migrantes-venezolanos/ …	@Infocifras
neutro	0.0	0.0	1.0	0.0	#Aragua Disminuye migración de venezolanos a Ecuador https://bit.ly/2BQdxDP pic.twitter.com/7kIJUqCzCL	El Periodiquito
neutro	0.0	0.0	1.0	0.0	#Aragua Disminuye migración de venezolanos a #Ecuador https://bit.ly/2BQdxDP pic.twitter.com/NVk3MR7V8B	El Periodiquito
neutro	0.0	0.0	1.0	0.0	Ese mismo gobierno con el cual se solidarizan, es el culpable de que Ecuador tenga mas de 50 mil Venezolanos inmigrantes. https://twitter.com/CancilleriaEc/status/896534013594226688 …	Robert Vivo
neutro	0.0	0.0	1.0	0.0	Los países con mayor cantidad de migrantes venezolanos son Colombia, Perú, Estados Unidos, Chile, Ecuador y Brasil http://bit.ly/2ALh1a0 pic.twitter.com/VLYeWbHMEV	Contrapunto
neutro	0.0	0.0	1.0	0.0	Japón donó 3,2$ millones para alimentos de migrantes venezolanos en Ecuador https://buff.ly/33uZ1MY pic.twitter.com/HDfHafiVSG	SuNoticiero
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos que entraron en Ecuador bajaron a 50 diarios http://j.mp/2PlTXZz                 *	La Patilla
neutro	0.0	0.0	1.0	0.0	"""Los oficios esporádicos de migrantes venezolanos que llegan a Ecuador, en imágenes #Fotos"	El Cooperante
neutro	0.0	0.0	1.0	0.0	¡Atención! #Ecuador aplicará dos nuevos tipos de visas a los migrantes venezolanos | Lee todos los detalles aquí  .. http://bit.ly/2MgPl3U	CaraotaDigital
negativo	0.0	0.118	0.882	-0.5574	"""1 d principales retos actuales d Ecuador es gestionar la inédita avalancha d migrantes venezolanos...casi 1/2 millón n 1 diáspora q presidente Moreno calificó“desesperada y desesperante”como“muertos vivientes mirando un horizonte sin ningún tipo de rumbo”"	Iruña Urruticoechea
neutro	0.0	0.0	1.0	0.0	"""#10Ago Frontera entre #Colombia y #Ecuador en los Andes ve explosivo aumento de paso de migrantes venezolanos"	Reporte Ya
negativo	0.0	0.058	0.942	-0.296	3. En Colombia, Ecuador y Perú se está desarrollando una campaña de odio, de persecución, de desprecio y xenofóbia contra el pueblo de Venezuela. / 3. Agarran a los Venezolanos porque los peruanos no quieren trabajar por lo poco que pagan.	María
neutro	0.0	0.0	1.0	0.0	[Video] Universidad de Ecuador investigó a inmigrantes venezolanos http://bit.ly/2wtQpKM	El Nacional
neutro	0.0	0.0	1.0	0.0	#Internacionales Ecuador deportará a cinco inmigrantes ilegales venezolanos http://bit.ly/1dq98rX	Diario Avance
neutro	0.0	0.0	1.0	0.0	Perú, Ecuador y Chile acuerdan enfrentar juntos la migración de venezolanos https://wp.me/paUDn7-1Qxr pic.twitter.com/jh8FsvuUhX	EXTRA VENEZUELA
neutro	0.0	0.0	1.0	0.0	#ESPECIAL / #EchandoPaLante > Huaquillas, última parada de migrantes venezolanos en Ecuador https://bit.ly/2A05Xsc pic.twitter.com/l4PKnJOp6i	ANDES
neutro	0.0	0.0	1.0	0.0	Migrantes venezolanos tomaron salida de Ecuador hacia Colombia, según parlamentario ecuatoriano https://vozdeamerica.org/2019/08/27/migrantes-venezolanos-tomaron-salida-de-ecuador-hacia-colombia-segun-parlamentario-ecuatoriano/ …pic.twitter.com/FotvkIGYcS	Actualidad Venezuela
neutro	0.0	0.0	1.0	0.0	#Video | Embajador en #Ecuador: migración venezolana activa bomba de tiempo en la región ,* http://bit.ly/2zEmE9D	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	El duro camino de los migrantes #venezolanos que evaden frontera en #Ecuador https://www.diariolasamericas.com/c4183554	Diario Las Américas
neutro	0.0	0.0	1.0	0.0	¡SEPA! El impacto a otros países que traerá la visa humanitaria que exige Ecuador a los migrantes venezolanos #30Ago #Venezuelahttp://bit.ly/2ZfHj2I	Maduradas.com
neutro	0.0	0.0	1.0	0.0	"""Bastante indignado por todo lo ocurrido. Fuerza y suerte, gracias a Dios tienes a esa familia peruana que si te apoyó. La otra cara de la moneda."	JG Hernández
neutro	0.0	0.0	1.0	0.0	La desgarradora súplica de cientos de migrantes venezolanos para ingresar a Ecuador https://ibae.am/2ZvJuur pic.twitter.com/bhBd0eSqhU	Infobae Venezuela
neutro	0.0	0.0	1.0	0.0	#ENMundo Últimos migrantes venezolanos entran a Ecuador antes de requisito de visa http://bit.ly/2PeETwG  pic.twitter.com/eY5sAFnP3I	El Nacional
negativo	0.059	0.0	0.941	0.34	#REPORTAJE | Migrantes venezolanos en #Chile y #Ecuador consideran que la diáspora se ha enfocado en mantener la identidad culinaria: la hallaca con su guiso y masa propia de la región zuliana, el pan de jamón y los dulces para celebrar la #navidadhttp://bit.ly/2t3ptkb	El Pitazo
negativo	0.0	0.106	0.894	-0.5267	"""Bolsonaro dijo la verdad: """"Si no fuera por Pinochet, que derrotó a la izquierda en 1973, entre ellos a su padre, hoy Chile sería una Cuba"""". 100% de acuerdo hoy en Ecuador  no solo estaríamos llenos de venezolanos sino de chilenos."""	rickcev
neutro	0.0	0.0	1.0	0.0	#Ecuador, un destino para la migración venezolana http://bit.ly/1abdlzf pic.twitter.com/aX6X9wSjff	Expomigra
neutro	0.0	0.0	1.0	0.0	@24HorasTVN saludos desde Ecuador. Vemos el  mismo libreto TERRORISTA de lo sucedido en Quito hace una semana. Nos han declarado la guerra a los paises del grupo de Lima. Putin, el G2 cubano y el chavismo. Lo vienen planeando desde hace meses con la migración venezolana	Enrique Almeida
neutro	0.0	0.0	1.0	0.0	#ENMundo Últimos migrantes venezolanos entran a Ecuador antes de requisito de visa http://bit.ly/2PeETwG pic.twitter.com/eY5sAFnP3I	El Nacional
negativo	0.0	0.121	0.879	-0.5267	Pues no. Siempre hemos tenido migración #Ecuador, en tiempo de Correa fueron los colombianos, antes fueron los chilenos y ahora son los venezolanos. La delincuelncia es porque no hay gobierno y recortes, típicos de los neoliberales	Rumiñahui 1973
neutro	0.0	0.0	1.0	0.0	Ecuador exige visa humanitaria a migrantes venezolanos a partir de este lunes.	Ivan Padron
neutro	0.0	0.0	1.0	0.0	"""Migrantes venezolanos desbloquearon el tránsito en la frontera entre #Ecuador y #Colombia _"""" http://bit.ly/2PgHZQP """	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	‍ Ecuador declara emergencia para atender migración de venezolanos #talcual #claroyraspao https://bit.ly/2Mcd8lD pic.twitter.com/u8uVFUNkBW	TalCual
neutro	0.0	0.0	1.0	0.0	Migración Colombia pide a Ecuador revisar imposición de visa a venezolanos http://bit.ly/2k0bA29	Eduardo Robayo
neutro	0.0	0.0	1.0	0.0	Cerca de 10 000 venezolanos tratarán de cruzar Ecuador antes que exijan visa...#Rumichaca #Carchi #Tulcán #FronteraNorte #Venezolanos #Migracion #Ecuadorhttp://www.elnorte.ec/carchi/cerca-de-10000-venezolanos-trataran-de-cruzar-ecuador-antes-que-exijan-visa-AD500323	Robinson Quisoboni ™
neutro	0.0	0.0	1.0	0.0	"""¡No más xenofobia! En #Ecuador le tienen el ojo puesto a los posibles casos de acoso contra venezolanos -"""" http://bit.ly/34LydcR """	CaraotaDigital
negativo	0.0	0.058	0.942	-0.296	Si mile pero no lo estan diciendo por xenofobia lo dicen por q son venezolanos y cubanos q tenian la ruta del presidente y vice es decir q los comunistas estos estan metidos hasta los tuetanos en em proceso desestabilisador de ecuador	Johan Gabriel
neutro	0.0	0.0	1.0	0.0	"""#Mundo | Ecuador activó un servicio virtual para que los venezolanos puedan sacar la visa humanitaria de residencia temporal"	La Prensa de Lara
neutro	0.0	0.0	1.0	0.0	Migración Colombia pide a Ecuador revisar imposición de visa a venezolanos | En el Mundo http://bit.ly/2ZBARmM	Aló Ciudadano
negativo	0.13	0.066	0.805	0.4871	Quieres venir a Venezuela algún día? VENEZOLANOS UNIDOS con amor. VENZOLANOS trabajadores y emprendedores si odio en el corazón. Te amo  tanto VENEZUELA  Te llevo tatuada, no solo en mi… https://www.instagram.com/p/Br-rHM4B0e9/?utm_source=ig_twitter_share&igshid=nyitrmw90i2h …	FERR
negativo	0.0	0.19	0.81	-0.5707	"""Diputado ecuatoriano sobre #xenofobia contra venezolanos en #Guayaquil: """"¡Así no somos los ecuatorianos, esto no representa al #Ecuador!"""" | Conoce más `"""" http://bit.ly/2oAd5Gj """	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	#debateHDF SE KEDAN FUERA: ARGENTINA, Paraguay, ECUADOR, BOLIVIA Y VENEZUELA... OJO SOY VENEZOLANO	elier gonzalez
negativo	0.0	0.043	0.957	-0.296	@anajuljatar el drama de Lima es tal vez el más agudo de la region, del casi millón de venezolanos, + de un 95% vive en Lima, ciudad que no llega a los 10,5 millones. Los llegados a pie y en colas desde Colombia y Ecuador. Solo comparable con con la migración colombiana de los 80	Albi Rodriguez J
negativo	0.068	0.0	0.932	0.0258	Autor de ley gringa para migrantes venezolanos hizo lobby a banqueros fugitivos de Ecuador | La Tabla  http://la-tabla.blogspot.com/2015/10/autor-de-ley-gringa-para-migrantes.html#.ViQGfPMxu4c.twitter …	Prensa del Monte
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile coordinaron acciones frente a migración venezolana https://www.elnacional.com/mundo/ecuador-peru-y-chile-coordinaron-acciones-frente-a-migracion-venezolana/ … a través de @EL NACIONAL	Gladys  Rojas Moreno
neutro	0.0	0.0	1.0	0.0	Ecuador evalúa abrir corredor humanitario para migrantes venezolanos https://vozdeamerica.org/2019/09/09/ecuador-evalua-abrir-corredor-humanitario-para-migrantes-venezolanos/ …pic.twitter.com/lr9Q4ZpPEG	Noticias Venezuela
neutro	0.0	0.0	1.0	0.0	¡Gran iniciativa! Gobierno de Ecuador habilitará albergues temporales para migrantes venezolanos #20Jun https://goo.gl/yZPUyC pic.twitter.com/c5NRmetdpc	Batazo Político
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile acuerdan cooperación para enfrentar migración venezolana http://bit.ly/2lwE4RA	Omega Stereo Radio Online
neutro	0.0	0.0	1.0	0.0	Gobierno de Ecuador ratificó su compromiso con una migración segura para los venezolanos http://j.mp/30kftOy                               .	La Patilla
neutro	0.0	0.0	1.0	0.0	¡LAMENTABLE! Niño venezolano fue golpeado por sus compañeros de clases en ataque de xenofobia en Ecuador: le partieron la nariz (+Detalles) #Venezuela http://bit.ly/33sKzpq	Maduradas.com
neutro	0.0	0.0	1.0	0.0	[Video] Universidad de Ecuador investigó a inmigrantes venezolanos http://bit.ly/2wtQpKM	tusaltos
neutro	0.0	0.0	1.0	0.0	#Perú, #Chile y #Ecuador, tres de los cuatro mayores receptores de migrantes venezolanos en la región, han impuesto visados para el ingreso a su territorio http://bit.ly/366PaPj	El Pitazo
neutro	0.0	0.0	1.0	0.0	Silencio defensora de asesinos y dictadores! Ven al #Ecuador vestida como #chavista y vemos cuantos #venezolanos migrantes te caen a coñazos!	Camila Restrepo
negativo	0.0	0.14	0.86	-0.7065	@jguaido PRESIDENTE JUAN GUAIDO, LA XENOFOBIA EN LOS PAISES DE LATINOAMERICA ESTA CRECIENDO COMO LA ESPUMA, LOS VENEZOLANOS EMIGRANTES ESTAN SIENDO MALTRATADOS, BEJADOS, ROBADOS EN PERU, ECUADOR, COLOMBIA Y USTEDES NO DICEN NADA. NO SE HAN PRONUNCIADO HOY DIA	JOSE LUIS GONZALEZ
neutro	0.0	0.0	1.0	0.0	Solidaridad necesitan también los Venezolanos , ahora espero y entiendan un poco la represion y dejen a un lado l Xenofobia #Ecuador https://youtu.be/Kybs3_RQKVc	lissanz 🇻🇪❤️🇲🇽
neutro	0.0	0.0	1.0	0.0	"""BASTA DE ABUSOS @ONU_es @ONU_derechos"	MujerYRevolución
neutro	0.0	0.0	1.0	0.0	Ecuador promete corredor humanitario para migrantes venezolanos http://bit.ly/32zTbuk pic.twitter.com/ZajTMJjsMh	Venezuela al Dia
neutro	0.0	0.0	1.0	0.0	SAQUEN A TODOS LOS CUBANOS Y VENEZOLANOS INFILTRADOS ENVIADOS A CAUSAR VIOLENCIA EN ECUADOR, ENVIENLOS A SU PAIS Y FUERA DE ECUADOR Y A LOS OVEJUNOS DE CORREA METALOS PRESOS PARA QUE DEJEN DE VIOLENTAR EL PAIS	Cecilia Herrera Villavicencio
neutro	0.0	0.0	1.0	0.0	"""Migración Colombia informó este domingo que más de 11.000 venezolanos salieron del país este fin de semana por el Puente Internacional de Rumichaca hacia Ecuador, que desde hoy empezará a pedirles una visa humanitaria para permitirles el ingreso."	Cuarto de Hora
neutro	0.0	0.0	1.0	0.0	Los ataques contra migrantes venezolanos en países como Ecuador y Perú se disparan Leer https://ift.tt/2PGFvK3	Aranza Sanz
neutro	0.0	0.0	1.0	0.0	¡LEA! Alcalde pide ayuda por aumento de migrantes venezolanos en la frontera de Colombia con Ecuador #28Ago #Venezuelahttp://bit.ly/2KTVBx8	ro.mar
neutro	0.0	0.0	1.0	0.0	Ecuador le pone precio a su solidaridad con los migrantes venezolanos. Visas de ingreso de 50 dólares.	Carlos Alonso
negativo	0.0	0.056	0.944	-0.296	No existe ningún convenio, pacto, acuerdo, tratado que obligue a una país a dar ayuda más allá de sus posibilidades ni recursos. Perú, Colombia, Ecuador, Argentina ya cumplieron y están al límite para recibir migrantes. La solución la tienen los venezolanos.	Hans Daniel Parra B.
neutro	0.0	0.0	1.0	0.0	La exigencia de un visado para los venezolanos que buscan entrar a Ecuador debe ser revisada, según el director de Migración Colombia, Christian Krüger Sarmiento https://bit.ly/2lyUDMQ pic.twitter.com/mgsBveyZn2	Contrapunto
neutro	0.0	0.0	1.0	0.0	Ecuador abrirá corredor humanitario para migrantes venezolanos que tengan visa para un tercer país http://bit.ly/34EHZhf pic.twitter.com/LTxOHbGWqC	El Cooperante
neutro	0.0	0.0	1.0	0.0	"""@ecuador_real"	Max Rocafuerte
neutro	0.0	0.0	1.0	0.0	EEUU entregará 30 millones de dólares a Ecuador para atender a migrantes venezolanos https://vozdeamerica.org/2019/07/20/eeuu-entregara-30-millones-de-dolares-a-ecuador-para-atender-a-migrantes-venezolanos/ …pic.twitter.com/Lgk7lYLQTY	Actualidad Venezuela
neutro	0.0	0.0	1.0	0.0	¡Pedirán visa! Ecuador se pone exigente con la migración venezolana http://epmundo.com/2019/pediran-visa-ecuador-se-pone-exigente-con-la-migracion-venezolana/?utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost …pic.twitter.com/xzsjJL1ftK	SuperVeraz!
neutro	0.0	0.0	1.0	0.0	¡ATENCIÓN! Ecuador exige visa humanitaria a migrantes venezolanos a partir de medianoche http://dlvr.it/RBwcPF pic.twitter.com/oqa6yAqZJt	w00z -as
neutro	0.0	0.0	1.0	0.0	Colombia pide a Ecuador y Perú un corredor humanitario para migrantes venezolanos https://vozdeamerica.org/2019/09/08/colombia-pide-a-ecuador-y-peru-un-corredor-humanitario-para-migrantes-venezolanos-2/ …pic.twitter.com/KCDcjEAwde	Noticias Venezuela
neutro	0.0	0.0	1.0	0.0	"""Ecuador comienza hoy el proceso  de censo de los inmigrantes venezolanos https://bit.ly/2m3BvH8"	DolarToday®
neutro	0.0	0.0	1.0	0.0	"""#Internacional Ecuador declaró emergencia por migración venezolana #8Ago"	Notitarde
neutro	0.0	0.0	1.0	0.0	#SucesosET | Migrantes venezolanos podrán pedir visa para Ecuador en línea. http://ow.ly/OiWe50vy8Ic pic.twitter.com/p5bflC7Hs4	Diario El Tiempo CA
neutro	0.0	0.0	1.0	0.0	#ENMundo Protestas de Ecuador arrecian la xenofobia contra los venezolanos http://bit.ly/2MvbVnA  pic.twitter.com/q49aL3rbgQ	El Nacional
neutro	0.0	0.0	1.0	0.0	Señor Presidente saque a todos los venezolanos del Ecuador porque son unos asesinos y ponga una ley para esta gente, que usted les a extendido la mano y asta trabajo y nosotros como ecuatorianos nos han echo a un lado le suplico que les mandé de nuestro querido país	Margoth Salas
negativo	0.0	0.922	0.078	-0.4184	Snvrgzs vengan a ver venezolanos buenos y malos, la mayoria están muertos de hambre en cada esquina y semaforo desde Colombia hasta Chile, incluidos delincuentes y asesinos. Te espero aca en Ecuador! No huyas ni vires la cara!	Xsavieri Bazsan
neutro	0.0	0.0	1.0	0.0	@mariapaularomo @ottosonnenh @Lenin @ComunicacionEc ¿Son venezolanos, cubanos, infiltrados? ¿Son vándalos, asesinos? NOOOOO, SON PUEBLO, SON TRABAJADORES, AMAS DE CASAS, JUBILADOS, ESTUDIANTES, NIÑOS. ¡SOMOS TODOS!#Ecuador #CacerolazoContraElPaquetazo #YoTambienSoyZanganohttps://twitter.com/pabelml/status/1183242554311094272 …	Rafael Alonso Díaz
